BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489841,HON SANDER LEVIN,1/13/2017,1/19/2017,CAR RENTAL,353.87,2017,HON SANDER LEVIN
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489842,HON SANDER LEVIN,1/24/2017,1/28/2017,CAR RENTAL,318.35,2017,HON SANDER LEVIN
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489840,HON SANDER LEVIN,11/18/2016,11/19/2016,CAR RENTAL,129.17,2016,HON SANDER LEVIN
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0489844,HON SANDER LEVIN,11/11/2016,11/13/2016,CAR RENTAL,307.83,2016,HON SANDER LEVIN
L000263,HON. SANDER M. LEVIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0489764,CHAMBERS HILARIE,12/21/2016,12/22/2016,CAR RENTAL,119.56,2016,CHAMBERS HILARIE
L000587,HON. JASON LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498100,SMITH AMY D.,2/16/2017,2/25/2017,CAR RENTAL,425.45,2017,SMITH AMY D.
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0489940,CITIBANK GOV CARD SERVICE,12/30/2016,1/25/2017,CAR RENTAL,1083.18,2017,CITIBANK GOV CARD SERVICE
L000287,HON. JOHN LEWIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/8/2017,AP,E0479703,CITIBANK GOV CARD SERVICE,12/19/2016,12/21/2016,CAR RENTAL,489.1,2016,CITIBANK GOV CARD SERVICE
L000582,HON. TED LIEU,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0491266,CITIBANK GOV CARD SERVICE,11/30/2016,12/1/2016,CAR RENTAL,150.33,2016,CITIBANK GOV CARD SERVICE
L000565,HON. DAVID LOEBSACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478195,HAND JOSEPH J.,12/19/2016,12/29/2016,CAR RENTAL,396.79,2016,HAND JOSEPH J.
L000583,HON. BARRY LOUDERMILK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0481713,CITIBANK GOV CARD SERVICE,11/11/2016,11/28/2016,CAR RENTAL,927.8,2016,CITIBANK GOV CARD SERVICE
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0496491,CITIBANK GOV CARD SERVICE,2/22/2017,2/24/2017,CAR RENTAL,270.81,2017,CITIBANK GOV CARD SERVICE
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0471718,CITIBANK GOV CARD SERVICE,11/2/2016,11/9/2016,CAR RENTAL,689.65,2016,CITIBANK GOV CARD SERVICE
L000584,HON. MIA B. LOVE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0476286,CITIBANK GOV CARD SERVICE,11/2/2016,11/10/2016,CAR RENTAL,464.18,2016,CITIBANK GOV CARD SERVICE
L000579,HON. ALAN S. LOWENTHAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499821,HYSOM TIMOTHY D.,3/10/2017,3/14/2017,CAR RENTAL,264.91,2017,HYSOM TIMOTHY D.
L000579,HON. ALAN S. LOWENTHAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477675,HYSOM TIMOTHY D.,12/15/2016,12/17/2016,CAR RENTAL,119.02,2016,HYSOM TIMOTHY D.
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500087,SIEGEL SHIRA,3/17/2017,3/18/2017,CAR RENTAL,134.66,2017,SIEGEL SHIRA
L000480,HON. NITA N. LOWEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0500101,HEALTON KELLY A.,3/17/2017,3/18/2017,CAR RENTAL,164.23,2017,HEALTON KELLY A.
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0481032,TAG OKC INC,1/6/2017,1/9/2017,CAR RENTAL,210.16,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0481039,TAG OKC INC,1/14/2017,1/17/2017,CAR RENTAL,210.16,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0485852,TAG OKC INC,1/27/2017,1/29/2017,CAR RENTAL,140.11,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/15/2017,AP,E0487641,TAG OKC INC,2/3/2017,2/6/2017,CAR RENTAL,210.16,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,E0490311,THRIFTY CAR RENTAL OF OKC,2/8/2017,2/13/2017,CAR RENTAL,350.27,2017,THRIFTY CAR RENTAL OF OKC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0495208,TAG OKC INC,2/16/2017,2/27/2017,CAR RENTAL,650.6,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0498005,TAG OKC INC,3/2/2017,3/7/2017,CAR RENTAL,350.27,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499440,TAG OKC INC,3/10/2017,3/13/2017,CAR RENTAL,210.16,2017,TAG OKC INC
L000491,HON. FRANK D. LUCAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/9/2017,AP,E0475831,TAG OKC INC,12/9/2016,1/2/2017,CAR RENTAL,1321.32,2017,TAG OKC INC
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472362,CITIBANK GOV CARD SERVICE,11/10/2016,11/22/2016,CAR RENTAL,176.86,2016,CITIBANK GOV CARD SERVICE
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0478106,CITIBANK GOV CARD SERVICE,12/5/2016,12/8/2016,CAR RENTAL,167.51,2016,CITIBANK GOV CARD SERVICE
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479398,CITIBANK GOV CARD SERVICE,11/10/2016,11/10/2016,CAR RENTAL,448.66,2016,CITIBANK GOV CARD SERVICE
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481296,CITIBANK GOV CARD SERVICE,12/15/2016,12/15/2016,CAR RENTAL,316.85,2016,CITIBANK GOV CARD SERVICE
L000580,HON. MICHELLE LUJAN GRISHAM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492594,ARMIJO NATALIE J.,12/21/2016,12/21/2016,CAR RENTAL,223.36,2016,ARMIJO NATALIE J.
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/17/2017,AP,E0488842,CITIBANK GOV CARD SERVICE,1/13/2017,1/19/2017,CAR RENTAL,795.77,2017,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,907498,CITIBANK GOV CARD SERVICE,2/27/2017,2/28/2017,CAR RENTAL,114.15,2017,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,907756,CITIBANK GOV CARD SERVICE,1/29/2017,2/18/2017,CAR RENTAL,708.81,2017,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0476694,CITIBANK GOV CARD SERVICE,11/29/2016,12/8/2016,CAR RENTAL,499.54,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,898358,CITIBANK GOV CARD SERVICE,12/2/2016,12/26/2016,CAR RENTAL,336.91,2016,CITIBANK GOV CARD SERVICE
L000570,HON. BEN RAY LUJAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,900734,CITIBANK GOV CARD SERVICE,12/2/2016,12/20/2016,CAR RENTAL,345.88,2016,CITIBANK GOV CARD SERVICE
L000571,HON. CYNTHIA M. LUMMIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,896837,FAGAN THOMAS A,11/13/2016,11/29/2016,CAR RENTAL,373.04,2016,FAGAN THOMAS A
L000571,HON. CYNTHIA M. LUMMIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,896837,FAGAN THOMAS A,12/3/2016,12/5/2016,CAR RENTAL,111.16,2016,FAGAN THOMAS A
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/23/2017,AP,E0489229,CARNEY RYAN T.,2/8/2017,2/10/2017,CAR RENTAL,103.91,2017,CARNEY RYAN T.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,E0489228,GALLO CAMILLE M.,2/8/2017,2/10/2017,CAR RENTAL,412.45,2017,GALLO CAMILLE M.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0493889,GALLO CAMILLE M.,2/22/2017,2/24/2017,CAR RENTAL,433.97,2017,GALLO CAMILLE M.
M001193,HON. THOMAS MACARTHUR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500454,GALLO CAMILLE M.,3/6/2017,3/7/2017,CAR RENTAL,193.22,2017,GALLO CAMILLE M.
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0482177,HON ROGER W MARSHALL,1/13/2017,1/16/2017,CAR RENTAL,873.05,2017,HON ROGER W MARSHALL
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494108,CITIBANK GOV CARD SERVICE,2/3/2017,2/26/2017,CAR RENTAL,832.14,2017,CITIBANK GOV CARD SERVICE
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0494142,CITIBANK GOV CARD SERVICE,2/8/2017,2/13/2017,CAR RENTAL,976.02,2017,CITIBANK GOV CARD SERVICE
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/24/2017,AP,E0498296,BENEDICT WILLIAM B.,3/10/2017,3/12/2017,CAR RENTAL,100.44,2017,BENEDICT WILLIAM B.
M001199,HON. BRIAN J. MAST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493257,STEWART BRADLEY L.,2/23/2017,2/24/2017,CAR RENTAL,165.52,2017,STEWART BRADLEY L.
M001199,HON. BRIAN J. MAST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0495308,LANGENDERFER JAMES,2/20/2017,2/24/2017,CAR RENTAL,268.3,2017,LANGENDERFER JAMES
M001157,HON. MICHAEL T. MCCAUL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0493097,NALEPA JESSICA L.,2/20/2017,2/24/2017,CAR RENTAL,172.86,2017,NALEPA JESSICA L.
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481574,BIRMAN IGOR A,1/16/2017,1/18/2017,CAR RENTAL,198.98,2017,BIRMAN IGOR A
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492955,BIRMAN IGOR A,2/20/2017,2/24/2017,CAR RENTAL,381.94,2017,BIRMAN IGOR A
M001177,HON. TOM MCCLINTOCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/20/2017,AP,E0497325,BIRMAN IGOR A,3/3/2017,3/4/2017,CAR RENTAL,165.24,2017,BIRMAN IGOR A
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482882,DOUGLAS KRISTEN K.,1/8/2017,1/13/2017,CAR RENTAL,260.1,2017,DOUGLAS KRISTEN K.
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0485929,ROTH JUSTIN,1/24/2017,1/28/2017,CAR RENTAL,297.21,2017,ROTH JUSTIN
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492603,CRAIG WALTER C.,2/24/2017,2/24/2017,CAR RENTAL,244.8,2017,CRAIG WALTER C.
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0493273,ROTH JUSTIN,2/1/2017,2/24/2017,CAR RENTAL,216.22,2017,ROTH JUSTIN
M001197,HON. MARTHA MCSALLY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/9/2017,AP,E0493864,DOUGLAS KRISTEN K.,2/24/2017,2/24/2017,CAR RENTAL,520.35,2017,DOUGLAS KRISTEN K.
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480575,CHATWIN BRIAN W.,1/15/2017,1/17/2017,CAR RENTAL,160.31,2017,CHATWIN BRIAN W.
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0490358,CHATWIN BRIAN W.,2/8/2017,2/10/2017,CAR RENTAL,159.05,2017,CHATWIN BRIAN W.
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492395,CHATWIN BRIAN W.,2/25/2017,2/26/2017,CAR RENTAL,459.98,2017,CHATWIN BRIAN W.
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0473758,CHATWIN BRIAN W.,12/18/2016,12/21/2016,CAR RENTAL,839.31,2016,CHATWIN BRIAN W.
M001195,HON. ALEXANDER X. MOONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0479358,JONES MEREDITH E.,12/30/2016,12/30/2016,CAR RENTAL,306.99,2016,JONES MEREDITH E.
M001190,HON. MARKWAYNE MULLIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0487389,CITIBANK GOV CARD SERVICE,1/25/2017,1/25/2017,CAR RENTAL,111.88,2017,CITIBANK GOV CARD SERVICE
M001182,HON. MICK MULVANEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0475044,MCVEY LOGAN B.,11/7/2016,11/9/2016,CAR RENTAL,182.97,2016,MCVEY LOGAN B.
M001202,HON. STEPHANIE N. MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496566,VALDEZ JR ROBERTO A.,2/20/2017,2/24/2017,CAR RENTAL,133.17,2017,VALDEZ JR ROBERTO A.
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0488586,CITIBANK GOV CARD SERVICE,1/7/2017,1/21/2017,CAR RENTAL,558.35,2017,CITIBANK GOV CARD SERVICE
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499069,CITIBANK GOV CARD SERVICE,2/2/2017,2/23/2017,CAR RENTAL,269.4,2017,CITIBANK GOV CARD SERVICE
M001151,HON. TIM MURPHY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0480162,CITIBANK GOV CARD SERVICE,12/2/2016,12/3/2016,CAR RENTAL,166.67,2016,CITIBANK GOV CARD SERVICE
N000179,HON. GRACE F. NAPOLITANO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0493949,CHAO DANIEL,2/23/2017,2/23/2017,CAR RENTAL,211.24,2017,CHAO DANIEL
N000015,HON. RICHARD R. NEAL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497993,DUPONT ZACHARY P.,3/2/2017,3/7/2017,CAR RENTAL,208.4,2017,DUPONT ZACHARY P.
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0494128,CITIBANK GOV CARD SERVICE,2/4/2017,2/6/2017,CAR RENTAL,259.07,2017,CITIBANK GOV CARD SERVICE
N000184,HON. KRISTI L. NOEM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0498187,CITIBANK GOV CARD SERVICE,2/8/2017,2/9/2017,CAR RENTAL,333.54,2017,CITIBANK GOV CARD SERVICE
N000188,HON. DONALD NORCROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/21/2017,AP,E0497778,CITIBANK GOV CARD SERVICE,1/15/2017,1/17/2017,CAR RENTAL,153.01,2017,CITIBANK GOV CARD SERVICE
N000185,HON. RICHARD B. NUGENT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/10/2017,AP,E0485697,LESTER DEAN A.,11/6/2016,11/9/2016,CAR RENTAL,187.15,2016,LESTER DEAN A.
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492087,CITIBANK GOV CARD SERVICE,1/13/2017,1/17/2017,CAR RENTAL,271.44,2017,CITIBANK GOV CARD SERVICE
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0493254,CITIBANK GOV CARD SERVICE,1/27/2017,2/12/2017,CAR RENTAL,458.64,2017,CITIBANK GOV CARD SERVICE
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0477327,PLANK JILIAN R.,12/19/2016,12/31/2016,CAR RENTAL,279.92,2016,PLANK JILIAN R.
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477330,HAZDOVAC RUTH E.,12/20/2016,12/22/2016,CAR RENTAL,172.66,2016,HAZDOVAC RUTH E.
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0480388,LANGER JACOB,12/18/2016,12/21/2016,CAR RENTAL,176.96,2016,LANGER JACOB
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480402,LANGER JACOB,8/29/2016,9/2/2016,CAR RENTAL,144.76,2016,LANGER JACOB
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480434,SHANNON CAITLIN M.,12/19/2016,12/23/2016,CAR RENTAL,355.33,2016,SHANNON CAITLIN M.
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480464,CITIBANK GOV CARD SERVICE,11/18/2016,12/15/2016,CAR RENTAL,843.13,2016,CITIBANK GOV CARD SERVICE
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480464,CITIBANK GOV CARD SERVICE,12/20/2016,12/27/2016,CAR RENTAL,123.24,2016,CITIBANK GOV CARD SERVICE
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492086,CITIBANK GOV CARD SERVICE,12/16/2016,12/31/2016,CAR RENTAL,2022.59,2016,CITIBANK GOV CARD SERVICE
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0480919,NORDQUIST JEREMIAH J.,1/14/2017,1/17/2017,CAR RENTAL,486.68,2017,NORDQUIST JEREMIAH J.
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/13/2017,AP,E0484884,DAVIS ARLO G.,1/30/2017,2/1/2017,CAR RENTAL,180.7,2017,DAVIS ARLO G.
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0489487,DAVIS ARLO G.,2/8/2017,2/10/2017,CAR RENTAL,144.04,2017,DAVIS ARLO G.
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0494722,CITIBANK GOV CARD SERVICE,1/29/2017,2/28/2017,CAR RENTAL,523,2017,CITIBANK GOV CARD SERVICE
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494941,JACKSON JACK C,2/23/2017,2/26/2017,CAR RENTAL,183.5,2017,JACKSON JACK C
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0499277,DAVIS ARLO G.,3/14/2017,3/14/2017,CAR RENTAL,110.86,2017,DAVIS ARLO G.
O000171,HON. TOM O'HALLERAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0500647,JACKSON JACK C,3/8/2017,3/10/2017,CAR RENTAL,125.02,2017,JACKSON JACK C
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496867,MEJORADO IVAN,2/23/2017,2/23/2017,CAR RENTAL,107.34,2017,MEJORADO IVAN
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496869,REHMANN MARC R.,2/21/2017,2/26/2017,CAR RENTAL,373.01,2017,REHMANN MARC R.
O000170,"HON. BETO O""ROURKE",2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/2/2017,AP,E0491552,CITIBANK GOV CARD SERVICE,12/14/2016,12/14/2016,CAR RENTAL,182.69,2016,CITIBANK GOV CARD SERVICE
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0499866,CITIBANK GOV CARD SERVICE,1/30/2017,2/2/2017,CAR RENTAL,282.58,2017,CITIBANK GOV CARD SERVICE
O000168,HON. PETE OLSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/19/2017,AP,E0479245,CITIBANK GOV CARD SERVICE,12/16/2016,12/19/2016,CAR RENTAL,114.77,2016,CITIBANK GOV CARD SERVICE
P000604,HON. DONALD M. PAYNE  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0488599,CITIBANK GOV CARD SERVICE,12/10/2016,1/19/2017,CAR RENTAL,1389.35,2017,CITIBANK GOV CARD SERVICE
P000604,HON. DONALD M. PAYNE  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0482375,CITIBANK GOV CARD SERVICE,11/18/2016,12/5/2016,CAR RENTAL,822.73,2016,CITIBANK GOV CARD SERVICE
P000588,HON. STEVAN PEARCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0493661,CITIBANK GOV CARD SERVICE,1/15/2017,1/16/2017,CAR RENTAL,111.85,2017,CITIBANK GOV CARD SERVICE
P000588,HON. STEVAN PEARCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/25/2017,AP,E0480819,CITIBANK GOV CARD SERVICE,12/13/2016,12/15/2016,CAR RENTAL,317.7,2016,CITIBANK GOV CARD SERVICE
P000588,HON. STEVAN PEARCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/1/2017,AP,E0482828,CITIBANK GOV CARD SERVICE,12/10/2016,12/12/2016,CAR RENTAL,317.28,2016,CITIBANK GOV CARD SERVICE
P000610,HON. STACEY PLASKETT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481374,CITIBANK GOV CARD SERVICE,12/22/2016,12/26/2016,CAR RENTAL,1147.78,2016,CITIBANK GOV CARD SERVICE
P000611,HON. BRUCE POLIQUIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497006,CITIBANK GOV CARD SERVICE,10/31/2016,11/3/2016,CAR RENTAL,172.38,2016,CITIBANK GOV CARD SERVICE
P000598,HON. JARED POLIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0472409,MORRIS BEN W.,10/23/2016,10/29/2016,CAR RENTAL,370.03,2016,MORRIS BEN W.
P000598,HON. JARED POLIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0479401,MCFEELEY BLAINE W,10/24/2016,10/29/2016,CAR RENTAL,649.19,2016,MCFEELEY BLAINE W
P000598,HON. JARED POLIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0479406,EDWARDS TANNER S.,11/1/2016,11/4/2016,CAR RENTAL,122.07,2016,EDWARDS TANNER S.
